Sentence #,text,tag
6376,Sot,I-LOC
6376,.,O
6377,The,O
6377,Thai,B-MISC
6377,army,O
6377,commander,O
6377,in,O
6377,the,O
6377,area,O
6377,",",O
6377,Col,O
6377,Suvit,B-PER
6377,Maenmuan,I-PER
6377,",",O
6377,told,O
6377,reporters,O
6377,the,O
6377,DKBA,B-ORG
6377,",",O
6377,which,O
6377,is,O
6377,allied,O
6377,with,O
6377,the,O
6377,Rangoon,B-LOC
6377,military,O
6377,government,O
6377,and,O
6377,based,O
6377,in,O
6377,southeast,O
6377,Burma,B-LOC
6377,",",O
6377,had,O
6377,recently,O
6377,stepped,O
6377,up,O
6377,cross-border,O
6377,infiltration,O
6377,.,O
6378,Suvit,B-PER
6378,said,O
6378,the,O
6378,motive,O
6378,for,O
6378,their,O
6378,intrusions,O
6378,was,O
6378,not,O
6378,clear,O
6378,but,O
6378,he,O
6378,had,O
6378,ordered,O
6378,reinforcements,O
6378,to,O
6378,beef,O
6378,up,O
6378,security,O
6378,along,O
6378,the,O
6378,porous,O
6378,frontier,O
6378,.,O
6379,The,O
6379,DKBA,B-ORG
6379,was,O
6379,formed,O
6379,in,O
6379,late,O
6379,1994,O
6379,by,O
6379,hundreds,O
6379,of,O
6379,guerrillas,O
6379,who,O
6379,split,O
6379,from,O
6379,the,O
6379,anti-Rangoon,B-MISC
6379,Karen,B-ORG
6379,National,I-ORG
6379,Union,I-ORG
6379,(,O
6379,KNU,B-ORG
6379,),O
6379,and,O
6379,allied,O
6379,themselves,O
6379,with,O
6379,Burmese,B-MISC
6379,government,O
6379,army,O
6379,",",O
6379,their,O
6379,former,O
6379,enemies,O
6379,.,O
6380,DKBA,B-ORG
6380,members,O
6380,have,O
6380,since,O
6380,launched,O
6380,intermittent,O
6380,cross-border,O
6380,attacks,O
6380,on,O
6380,Karen,B-MISC
6380,refugee,O
6380,camps,O
6380,in,O
6380,Thailand,B-LOC
6380,",",O
6380,where,O
6380,the,O
6380,majority,O
6380,of,O
6380,inhabitants,O
6380,are,O
6380,KNU,B-ORG
6380,supporters,O
6380,",",O
6380,and,O
6380,on,O
6380,Thai,B-MISC
6380,villages,O
6380,and,O
6380,police,O
6380,posts,O
6380,near,O
6380,the,O
6380,border,O
6380,.,O
6381,Bangkok,B-LOC
6381,has,O
6381,complained,O
6381,to,O
6381,Rangoon,B-LOC
6381,about,O
6381,the,O
6381,raids,O
6381,but,O
6381,Burmese,B-MISC
6381,military,O
6381,authorities,O
6381,say,O
6381,they,O
6381,have,O
6381,no,O
6381,contol,O
6381,over,O
6381,the,O
6381,faction,O
6381,.,O
6382,Thai,B-MISC
6382,army,O
6382,commanders,O
6382,reject,O
6382,the,O
6382,explanation,O
6382,",",O
6382,saying,O
6382,they,O
6382,have,O
6382,evidence,O
6382,the,O
6382,Burmese,B-MISC
6382,army,O
6382,supplies,O
6382,and,O
6382,directs,O
6382,the,O
6382,renegade,O
6382,ethnic,O
6382,minority,O
6382,splinter,O
6382,faction,O
6382,.,O
6383,-DOCSTART-,O
6384,U.S.,B-LOC
6384,F-14,B-MISC
6384,catches,O
6384,fire,O
6384,while,O
6384,landing,O
6384,in,O
6384,Israel,B-LOC
6384,.,O
6385,JERUSALEM,B-LOC
6385,1996-08-25,O
6386,A,O
6386,U.S.,B-LOC
6386,fighter,O
6386,plane,O
6386,blew,O
6386,a,O
6386,tyre,O
6386,and,O
6386,caught,O
6386,fire,O
6386,while,O
6386,landing,O
6386,on,O
6386,Sunday,O
6386,at,O
6386,Israel,B-LOC
6386,'s,O
6386,Ben,B-LOC
6386,Gurion,I-LOC
6386,airport,O
6386,",",O
6386,an,O
6386,airport,O
6386,spokesman,O
6386,said,O
6386,.,O
6387,"""",O
6387,A,O
6387,U.S.,B-LOC
6387,F-14,B-MISC
6387,military,O
6387,plane,O
6387,while,O
6387,landing,O
6387,at,O
6387,Ben,B-LOC
6387,Gurion,I-LOC
6387,airport,O
6387,blew,O
6387,a,O
6387,wheel,O
6387,and,O
6387,a,O
6387,fire,O
6387,broke,O
6387,out,O
6387,",",O
6387,"""",O
6387,said,O
6387,spokesman,O
6387,Yehiel,B-PER
6387,Amitai,I-PER
6387,",",O
6387,adding,O
6387,that,O
6387,the,O
6387,two,O
6387,pilots,O
6387,on,O
6387,board,O
6387,were,O
6387,not,O
6387,injured,O
6387,.,O
6388,"""",O
6388,Airport,O
6388,officials,O
6388,declared,O
6388,an,O
6388,emergency,O
6388,situation,O
6388,at,O
6388,the,O
6388,highest,O
6388,level,O
6388,and,O
6388,the,O
6388,fire,O
6388,brigade,O
6388,put,O
6388,out,O
6388,the,O
6388,flames,O
6388,while,O
6388,the,O
6388,plane,O
6388,was,O
6388,landing,O
6388,",",O
6388,"""",O
6388,he,O
6388,said,O
6388,.,O
6389,-DOCSTART-,O
6390,Egypt,B-LOC
6390,hopes,O
6390,jars,O
6390,will,O
6390,reveal,O
6390,secrets,O
6390,of,O
6390,mummies,O
6390,.,O
6391,CAIRO,B-LOC
6391,1996-08-25,O
6392,Archaeologists,O
6392,in,O
6392,Egypt,B-LOC
6392,have,O
6392,found,O
6392,pots,O
6392,used,O
6392,by,O
6392,ancient,O
6392,Egyptians,B-MISC
6392,in,O
6392,burial,O
6392,rites,O
6392,that,O
6392,they,O
6392,say,O
6392,may,O
6392,reveal,O
6392,the,O
6392,secrets,O
6392,of,O
6392,mummification,O
6392,.,O
6393,Mohammed,B-PER
6393,Saleh,I-PER
6393,",",O
6393,director,O
6393,of,O
6393,the,O
6393,Egyptian,B-MISC
6393,Museum,O
6393,",",O
6393,told,O
6393,Reuters,B-ORG
6393,television,O
6393,a,O
6393,U.S.,B-LOC
6393,team,O
6393,found,O
6393,the,O
6393,pots,O
6393,",",O
6393,some,O
6393,of,O
6393,which,O
6393,contain,O
6393,human,O
6393,intestines,O
6393,",",O
6393,in,O
6393,a,O
6393,tomb,O
6393,built,O
6393,into,O
6393,the,O
6393,rocks,O
6393,while,O
6393,digging,O
6393,in,O
6393,Dahshour,B-LOC
6393,",",O
6393,a,O
6393,village,O
6393,40,O
6393,km,O
6393,(,O
6393,25,O
6393,miles,O
6393,),O
6393,south,O
6393,of,O
6393,Cairo,B-LOC
6393,.,O
6394,Dahshour,B-LOC
6394,is,O
6394,the,O
6394,site,O
6394,of,O
6394,Egypt,B-LOC
6394,'s,O
6394,second,O
6394,largest,O
6394,pyramid,O
6394,",",O
6394,built,O
6394,for,O
6394,the,O
6394,pharaoh,O
6394,Seneferu,B-PER
6394,more,O
6394,than,O
6394,"4,500",O
6394,years,O
6394,ago,O
6394,.,O
6395,Saleh,B-PER
6395,said,O
6395,the,O
6395,team,O
6395,--,O
6395,from,O
6395,New,B-LOC
6395,York,I-LOC
6395,'s,O
6395,Metropolitan,B-LOC
6395,Museum,I-LOC
6395,--,O
6395,found,O
6395,four,O
6395,Canopic,B-MISC
6395,jars,O
6395,and,O
6395,two,O
6395,unguent,O
6395,jars,O
6395,in,O
6395,the,O
6395,tomb,O
6395,",",O
6395,which,O
6395,belongs,O
6395,to,O
6395,an,O
6395,unidentifed,O
6395,person,O
6395,who,O
6395,lived,O
6395,during,O
6395,the,O
6395,12th,B-MISC
6395,Dynasty,I-MISC
6395,(,O
6395,1991-1786,O
6395,BC,B-MISC
6395,),O
6395,in,O
6395,the,O
6395,Middle,B-LOC
6395,Kingdom,I-LOC
6395,.,O
6396,"""",O
6396,This,O
6396,finding,O
6396,is,O
6396,important,O
6396,because,O
6396,one,O
6396,of,O
6396,the,O
6396,jars,O
6396,still,O
6396,contains,O
6396,substances,O
6396,and,O
6396,materials,O
6396,used,O
6396,in,O
6396,the,O
6396,conservation,O
6396,of,O
6396,mummies,O
6396,and,O
6396,the,O
6396,conservation,O
6396,of,O
6396,the,O
6396,intestines,O
6396,and,O
6396,all,O
6396,the,O
6396,things,O
6396,which,O
6396,were,O
6396,in,O
6396,the,O
6396,cavity,O
6396,of,O
6396,a,O
6396,person,O
6396,we,O
6396,have,O
6396,not,O
6396,identified,O
6396,yet,O
6396,",",O
6396,"""",O
6396,Saleh,B-PER
6396,said,O
6396,.,O
6397,"""",O
6397,We,O
6397,hope,O
6397,that,O
6397,the,O
6397,analysis,O
6397,of,O
6397,such,O
6397,substances,O
6397,and,O
6397,liquids,O
6397,will,O
6397,reveal,O
6397,some,O
6397,secrets,O
6397,of,O
6397,the,O
6397,mummification,O
6397,process,O
6397,and,O
6397,materials,O
6397,used,O
6397,in,O
6397,this,O
6397,process,O
6397,",",O
6397,"""",O
6397,he,O
6397,added,O
6397,.,O
6398,-DOCSTART-,O
6399,Saudi,B-LOC
6399,Arabia,I-LOC
6399,executes,O
6399,Pakistani,B-MISC
6399,man,O
6399,.,O
6400,DUBAI,B-LOC
6400,1996-08-25,O
6401,Saudi,B-LOC
6401,Arabia,I-LOC
6401,executed,O
6401,on,O
6401,Sunday,O
6401,a,O
6401,Pakistani,B-MISC
6401,man,O
6401,accused,O
6401,of,O
6401,belonging,O
6401,to,O
6401,an,O
6401,armed,O
6401,gang,O
6401,of,O
6401,robbers,O
6401,",",O
6401,Saudi,B-MISC
6401,television,O
6401,reported,O
6401,.,O
6402,It,O
6402,quoted,O
6402,an,O
6402,Interior,B-ORG
6402,Ministry,I-ORG
6402,statement,O
6402,as,O
6402,saying,O
6402,Shabir,B-PER
6402,Ahmad,I-PER
6402,Muhammad,I-PER
6402,Jalil,I-PER
6402,was,O
6402,executed,O
6402,in,O
6402,Mecca,B-LOC
6402,.,O
6403,He,O
6403,was,O
6403,the,O
6403,26th,O
6403,person,O
6403,executed,O
6403,this,O
6403,year,O
6403,in,O
6403,the,O
6403,kingdom,O
6403,.,O
6404,Saudi,B-LOC
6404,Arabia,I-LOC
6404,beheads,O
6404,convicted,O
6404,drug,O
6404,smugglers,O
6404,",",O
6404,rapists,O
6404,",",O
6404,murderers,O
6404,and,O
6404,other,O
6404,criminals,O
6404,.,O
6405,-DOCSTART-,O
6406,PRESS,O
6406,DIGEST,O
6406,-,O
6406,Jordan,B-LOC
6406,-,O
6406,Aug,O
6406,25,O
6406,.,O
6407,AMMAN,B-LOC
6407,1996-08-25,O
6408,These,O
6408,are,O
6408,some,O
6408,of,O
6408,the,O
6408,leading,O
6408,stories,O
6408,in,O
6408,the,O
6408,Jordanian,B-MISC
6408,press,O
6408,on,O
6408,Sunday,O
6408,.,O
6409,Reuters,B-ORG
6409,has,O
6409,not,O
6409,verified,O
6409,these,O
6409,stories,O
6409,and,O
6409,does,O
6409,not,O
6409,vouch,O
6409,for,O
6409,their,O
6409,accuracy,O
6409,.,O
6410,JORDAN,B-ORG
6410,TIMES,I-ORG
6411,-,O
6411,King,O
6411,:,O
6411,Jordan,B-LOC
6411,is,O
6411,entering,O
6411,a,O
6411,new,O
6411,era,O
6411,.,O
6412,No,O
6412,going,O
6412,back,O
6412,on,O
6412,democracy,O
6412,;,O
6412,attempts,O
6412,to,O
6412,tamper,O
6412,with,O
6412,security,O
6412,and,O
6412,stability,O
6412,will,O
6412,not,O
6412,be,O
6412,tolerated,O
6412,.,O
6413,Information,O
6413,Minister,O
6413,Marwan,B-PER
6413,Muasher,I-PER
6413,says,O
6413,there,O
6413,is,O
6413,evidence,O
6413,that,O
6413,"""",O
6413,some,O
6413,official,O
6413,parties,O
6413,in,O
6413,Iraq,B-LOC
6413,"""",O
6413,were,O
6413,behind,O
6413,the,O
6413,disturbances,O
6413,in,O
6413,the,O
6413,south,O
6413,.,O
6414,-,O
6414,King,O
6414,to,O
6414,visit,O
6414,Bahrain,B-LOC
6414,soon,O
6414,.,O
6415,-,O
6415,Government,O
6415,asks,O
6415,senior,O
6415,Iraqi,B-MISC
6415,"""",O
6415,diplomat,O
6415,"""",O
6415,to,O
6415,leave,O
6415,",",O
6415,reviews,O
6415,status,O
6415,of,O
6415,others,O
6415,.,O
6416,-,O
6416,Japanese,B-MISC
6416,foreign,O
6416,minister,O
6416,arrives,O
6416,for,O
6416,talks,O
6416,on,O
6416,peace,O
6416,process,O
6416,",",O
6416,bilateral,O
6416,ties,O
6416,.,O
6417,AL,B-ORG
6417,RAI,I-ORG
6418,-,O
6418,Prime,O
6418,Minister,O
6418,Abdul-Karim,B-PER
6418,al-Kabariti,I-PER
6418,says,O
6418,government,O
6418,commited,O
6418,to,O
6418,lifting,O
6418,ceiling,O
6418,of,O
6418,democracy,O
6418,.,O
6419,-,O
6419,Saudi,B-MISC
6419,Prince,O
6419,Sultan,O
6419,telephones,O
6419,prime,O
6419,minister,O
6419,.,O
6420,-,O
6420,Jordan,B-LOC
6420,releases,O
6420,32,O
6420,from,O
6420,southern,O
6420,town,O
6420,of,O
6420,Karak,B-LOC
6420,.,O
6421,-,O
6421,Jordan,B-LOC
6421,expresses,O
6421,anger,O
6421,at,O
6421,conduct,O
6421,of,O
6421,some,O
6421,Iraqi,B-MISC
6421,diplomats,O
6421,in,O
6421,Amman,B-LOC
6421,which,O
6421,are,O
6421,incompatible,O
6421,with,O
6421,diplomatic,O
6421,traditions,O
6421,.,O
6422,AD,B-ORG
6422,DUSTOUR,I-ORG
6423,-,O
6423,Kabariti,B-PER
6423,and,O
6423,parliament,O
6423,speaker,O
6423,meet,O
6423,to,O
6423,discuss,O
6423,ways,O
6423,to,O
6423,reactivate,O
6423,parliament,O
6423,'s,O
6423,legislative,O
6423,role,O
6423,.,O
6424,AL,B-ORG
6424,ASWAQ,I-ORG
6425,-,O
6425,State,O
6425,security,O
6425,court,O
6425,starts,O
6425,investigating,O
6425,suspects,O
6425,in,O
6425,unrest,O
6425,.,O
6426,-DOCSTART-,O
6427,Netanyahu,B-PER
6427,",",O
6427,Weizman,B-PER
6427,consult,O
6427,on,O
6427,Arafat,B-PER
6427,invitation,O
6427,.,O
6428,JERUSALEM,B-LOC
6428,1996-08-25,O
6429,Israeli,B-MISC
6429,President,O
6429,Ezer,B-PER
6429,Weizman,I-PER
6429,",",O
6429,weighing,O
6429,a,O
6429,possible,O
6429,meeting,O
6429,with,O
6429,Yasser,B-PER
6429,Arafat,I-PER
6429,",",O
6429,consulted,O
6429,on,O
6429,Sunday,O
6429,with,O
6429,Prime,O
6429,Minister,O
6429,Benjamin,B-PER
6429,Netanyahu,I-PER
6429,",",O
6429,a,O
6429,spokesman,O
6429,said,O
6429,.,O
6430,Weizman,B-PER
6430,and,O
6430,Netanyahu,B-PER
6430,met,O
6430,at,O
6430,the,O
6430,president,O
6430,'s,O
6430,official,O
6430,Jerusalem,B-LOC
6430,residence,O
6430,and,O
6430,planned,O
6430,to,O
6430,speak,O
6430,to,O
6430,the,O
6430,media,O
6430,at,O
6430,the,O
6430,end,O
6430,of,O
6430,their,O
6430,talks,O
6430,",",O
6430,the,O
6430,prime,O
6430,minister,O
6430,'s,O
6430,spokesman,O
6430,said,O
6430,.,O
6431,Earlier,O
6431,",",O
6431,the,O
6431,director,O
6431,of,O
6431,the,O
6431,president,O
6431,'s,O
6431,office,O
6431,denied,O
6431,a,O
6431,report,O
6431,in,O
6431,Israel,B-LOC
6431,'s,O
6431,Yedioth,B-ORG
6431,Ahronoth,I-ORG
6431,newspaper,O
6431,that,O
6431,Weizman,B-PER
6431,had,O
6431,already,O
6431,invited,O
6431,Arafat,B-PER
6431,to,O
6431,his,O
6431,private,O
6431,home,O
6431,for,O
6431,talks,O
6431,in,O
6431,the,O
6431,coming,O
6431,week,O
6431,on,O
6431,the,O
6431,future,O
6431,of,O
6431,the,O
6431,Israel-PLO,B-MISC
6431,peace,O
6431,process,O
6431,.,O
6432,But,O
6432,the,O
6432,official,O
6432,",",O
6432,Aryeh,B-PER
6432,Shumer,I-PER
6432,",",O
6432,said,O
6432,it,O
6432,was,O
6432,only,O
6432,fitting,O
6432,that,O
6432,Weizman,B-PER
6432,and,O
6432,Arafat,B-PER
6432,should,O
6432,talk,O
6432,after,O
6432,the,O
6432,Palestinian,B-MISC
6432,leader,O
6432,sent,O
6432,the,O
6432,Israeli,B-MISC
6432,president,O
6432,a,O
6432,letter,O
6432,which,O
6432,Yedioth,B-ORG
6432,Ahronoth,I-ORG
6432,reported,O
6432,contained,O
6432,an,O
6432,emotional,O
6432,appeal,O
6432,to,O
6432,save,O
6432,the,O
6432,peace,O
6432,proces,O
6432,.,O
6433,The,O
6433,newspaper,O
6433,said,O
6433,Netanyahu,B-PER
6433,",",O
6433,who,O
6433,is,O
6433,cool,O
6433,to,O
6433,meeting,O
6433,Arafat,B-PER
6433,himself,O
6433,",",O
6433,opposed,O
6433,talks,O
6433,between,O
6433,Weizman,B-PER
6433,and,O
6433,the,O
6433,Palestinian,B-MISC
6433,president,O
6433,.,O
6434,After,O
6434,Moslem,B-MISC
6434,suicide,O
6434,bombers,O
6434,killed,O
6434,59,O
6434,people,O
6434,in,O
6434,Israel,B-LOC
6434,in,O
6434,February,O
6434,and,O
6434,March,O
6434,",",O
6434,Weizman,B-PER
6434,called,O
6434,for,O
6434,peace,O
6434,efforts,O
6434,with,O
6434,the,O
6434,PLO,B-ORG
6434,to,O
6434,be,O
6434,suspended,O
6434,.,O
6435,Shumer,B-PER
6435,said,O
6435,his,O
6435,current,O
6435,position,O
6435,was,O
6435,that,O
6435,the,O
6435,peace,O
6435,process,O
6435,must,O
6435,continue,O
6435,.,O
6436,-DOCSTART-,O
6437,PRESS,O
6437,DIGEST,O
6437,-,O
6437,Israel,B-LOC
6437,-,O
6437,Aug,O
6437,25,O
6437,.,O
6438,JERUSALEM,B-LOC
6438,1996-08-25,O
6439,These,O
6439,are,O
6439,some,O
6439,of,O
6439,the,O
6439,leading,O
6439,stories,O
6439,in,O
6439,Israeli,B-MISC
6439,newspapers,O
6439,on,O
6439,Sunday,O
6439,.,O
6440,Reuters,B-ORG
6440,has,O
6440,not,O
6440,verified,O
6440,these,O
6440,stories,O
6440,and,O
6440,does,O
6440,not,O
6440,vouch,O
6440,for,O
6440,their,O
6440,accuracy,O
6440,.,O
6441,HAARETZ,B-ORG
6442,-,O
6442,Palestinian,B-MISC
6442,President,O
6442,Arafat,B-PER
6442,opens,O
6442,civilian,O
6442,struggle,O
6442,against,O
6442,Israel,B-LOC
6442,",",O
6442,calls,O
6442,on,O
6442,Palestinians,B-MISC
6442,to,O
6442,build,O
6442,in,O
6442,self-rule,O
6442,areas,O
6442,.,O
6443,-,O
6443,Seven,O
6443,ministers,O
6443,and,O
6443,governor,O
6443,of,O
6443,Bank,B-ORG
6443,of,I-ORG
6443,Israel,I-ORG
6443,will,O
6443,visit,O
6443,the,O
6443,United,B-LOC
6443,States,I-LOC
6443,at,O
6443,the,O
6443,end,O
6443,of,O
6443,September,O
6443,and,O
6443,in,O
6443,October,O
6443,.,O
6444,-,O
6444,Israel,B-LOC
6444,bans,O
6444,plane,O
6444,donated,O
6444,by,O
6444,the,O
6444,Netherlands,B-LOC
6444,to,O
6444,Arafat,B-PER
6444,to,O
6444,land,O
6444,at,O
6444,Gaza,B-LOC
6444,airport,O
6444,.,O
6445,-,O
6445,Former,O
6445,prime,O
6445,minister,O
6445,Peres,B-PER
6445,to,O
6445,Morocco,B-LOC
6445,today,O
6445,.,O
6446,YEDIOTH,B-ORG
6446,AHRONOTH,I-ORG
6447,-,O
6447,Israeli,B-MISC
6447,President,O
6447,Weizman,B-PER
6447,invited,O
6447,Palestinian,B-MISC
6447,President,O
6447,Arafat,B-PER
6447,to,O
6447,meet,O
6447,him,O
6447,at,O
6447,his,O
6447,private,O
6447,residence,O
6447,.,O
6448,-,O
6448,Netanyahu,B-PER
6448,opposes,O
6448,transit,O
6448,camps,O
6448,for,O
6448,foreign,O
6448,workers,O
6448,facing,O
6448,expulsion,O
6448,.,O
6449,-,O
6449,Foreign,O
6449,Minister,O
6449,Levy,B-PER
6449,to,O
6449,visit,O
6449,Egypt,B-LOC
6449,soon,O
6449,.,O
6450,MAARIV,B-ORG
6451,-,O
6451,Palestinian,B-ORG
6451,Authority,I-ORG
6451,has,O
6451,taken,O
6451,over,O
6451,education,O
6451,in,O
6451,East,B-LOC
6451,Jerusalem,I-LOC
6451,.,O
6452,-,O
6452,Syrian,B-MISC
6452,armoured,O
6452,columns,O
6452,on,O
6452,the,O
6452,move,O
6452,in,O
6452,Lebanon,B-LOC
6452,.,O
6453,-,O
6453,Shimon,B-PER
6453,Peres,I-PER
6453,to,O
6453,Morocco,B-LOC
6453,",",O
6453,will,O
6453,stay,O
6453,at,O
6453,king,O
6453,'s,O
6453,private,O
6453,residence,O
6453,.,O
6454,JERUSALEM,B-ORG
6454,POST,I-ORG
6455,-,O
6455,Palestinian,B-MISC
6455,Minister,O
6455,Erekat,B-PER
6455,says,O
6455,Israel-PLO,B-MISC
6455,talks,O
6455,will,O
6455,begin,O
6455,by,O
6455,September,O
6455,2,O
6455,.,O
6456,-,O
6456,Prime,O
6456,minister,O
6456,names,O
6456,former,O
6456,general,O
6456,Avraham,B-PER
6456,Tamir,I-PER
6456,to,O
6456,staff,O
6456,after,O
6456,failing,O
6456,to,O
6456,establish,O
6456,national,O
6456,security,O
6456,council,O
6456,.,O
6457,-,O
6457,Cabinet,O
6457,puts,O
6457,off,O
6457,decision,O
6457,on,O
6457,foreign,O
6457,workers,O
6457,.,O
6458,-,O
6458,Internal,O
6458,Security,O
6458,Minister,O
6458,Kahalani,B-PER
6458,warns,O
6458,cabinet,O
6458,of,O
6458,increase,O
6458,in,O
6458,organised,O
6458,crime,O
6458,.,O
6459,-DOCSTART-,O
6460,Voting,O
6460,begins,O
6460,in,O
6460,second,O
6460,round,O
6460,of,O
6460,Lebanese,B-MISC
6460,election,O
6460,.,O
6461,TRIPOLI,B-LOC
6461,",",O
6461,Lebanon,B-LOC
6461,1996-08-25,O
6462,Voting,O
6462,began,O
6462,on,O
6462,Sunday,O
6462,in,O
6462,north,O
6462,Lebanon,B-LOC
6462,in,O
6462,the,O
6462,second,O
6462,round,O
6462,of,O
6462,parliamentary,O
6462,elections,O
6462,with,O
6462,"580,000",O
6462,voters,O
6462,eligible,O
6462,to,O
6462,choose,O
6462,28,O
6462,members,O
6462,of,O
6462,the,O
6462,128-member,O
6462,parliament,O
6462,.,O
6463,A,O
6463,thin,O
6463,trickle,O
6463,of,O
6463,voters,O
6463,began,O
6463,casting,O
6463,their,O
6463,ballots,O
6463,in,O
6463,this,O
6463,northern,O
6463,port,O
6463,city,O
6463,for,O
6463,the,O
6463,five,O
6463,rival,O
6463,lists,O
6463,of,O
6463,candidates,O
6463,as,O
6463,polling,O
6463,stations,O
6463,opened,O
6463,at,O
6463,7,O
6463,a.m.,O
6463,(,O
6463,0400,O
6463,gmt,O
6463,),O
6463,.,O
6464,-DOCSTART-,O
6465,Israeli,B-MISC
6465,president,O
6465,invites,O
6465,Arafat,B-PER
6465,to,O
6465,home,O
6465,-,O
6465,paper,O
6465,.,O
6466,JERUSALEM,B-LOC
6466,1996-08-25,O
6467,Israeli,B-MISC
6467,President,O
6467,Ezer,B-PER
6467,Weizman,I-PER
6467,has,O
6467,invited,O
6467,Yasser,B-PER
6467,Arafat,I-PER
6467,to,O
6467,meet,O
6467,him,O
6467,at,O
6467,his,O
6467,private,O
6467,home,O
6467,",",O
6467,Israel,B-LOC
6467,'s,O
6467,biggest,O
6467,newspaper,O
6467,said,O
6467,on,O
6467,Sunday,O
6467,.,O
6468,The,O
6468,Yedioth,B-ORG
6468,Ahronoth,I-ORG
6468,daily,O
6468,reported,O
6468,that,O
6468,Prime,O
6468,Minister,O
6468,Benjamin,B-PER
6468,Netanyahu,I-PER
6468,",",O
6468,who,O
6468,has,O
6468,said,O
6468,he,O
6468,has,O
6468,no,O
6468,desire,O
6468,to,O
6468,hold,O
6468,talks,O
6468,with,O
6468,the,O
6468,Palestinian,B-MISC
6468,president,O
6468,",",O
6468,opposes,O
6468,the,O
6468,meeting,O
6468,due,O
6468,to,O
6468,be,O
6468,held,O
6468,this,O
6468,coming,O
6468,week,O
6468,.,O
6469,The,O
6469,newspaper,O
6469,said,O
6469,Weizman,B-PER
6469,scheduled,O
6469,the,O
6469,meeting,O
6469,at,O
6469,his,O
6469,private,O
6469,residence,O
6469,in,O
6469,the,O
6469,central,O
6469,Israeli,B-MISC
6469,village,O
6469,of,O
6469,Caesarea,B-LOC
6469,after,O
6469,Arafat,B-PER
6469,sent,O
6469,him,O
6469,an,O
6469,emotional,O
6469,appeal,O
6469,"""",O
6469,to,O
6469,save,O
6469,the,O
6469,peace,O
6469,process,O
6469,"""",O
6469,.,O
6470,Netanyahu,B-PER
6470,met,O
6470,Weizman,B-PER
6470,last,O
6470,Tuesday,O
6470,and,O
6470,voiced,O
6470,his,O
6470,opposition,O
6470,",",O
6470,Yedioth,B-ORG
6470,said,O
6470,.,O
6471,"""",O
6471,I,O
6471,am,O
6471,prepared,O
6471,to,O
6471,postpone,O
6471,the,O
6471,meeting,O
6471,under,O
6471,one,O
6471,condition,O
6471,--,O
6471,that,O
6471,you,O
6471,give,O
6471,me,O
6471,a,O
6471,commitment,O
6471,right,O
6471,now,O
6471,to,O
6471,meet,O
6471,Arafat,B-PER
6471,yourself,O
6471,within,O
6471,10,O
6471,days,O
6471,",",O
6471,"""",O
6471,the,O
6471,paper,O
6471,quoted,O
6471,Weizman,B-PER
6471,as,O
6471,telling,O
6471,Netanyahu,B-PER
6471,.,O
6472,It,O
6472,said,O
6472,Netanyahu,B-PER
6472,had,O
6472,yet,O
6472,to,O
6472,give,O
6472,Weizman,B-PER
6472,an,O
6472,answer,O
6472,.,O
6473,The,O
6473,office,O
6473,of,O
6473,Israeli,B-MISC
6473,president,O
6473,is,O
6473,largely,O
6473,ceremonial,O
6473,.,O
6474,But,O
6474,Weizman,B-PER
6474,",",O
6474,a,O
6474,former,O
6474,defence,O
6474,minister,O
6474,and,O
6474,an,O
6474,architect,O
6474,of,O
6474,Israel,B-LOC
6474,'s,O
6474,peace,O
6474,treaty,O
6474,with,O
6474,Egypt,B-LOC
6474,",",O
6474,has,O
6474,spoken,O
6474,out,O
6474,frequently,O
6474,on,O
6474,the,O
6474,peace,O
6474,process,O
6474,with,O
6474,the,O
6474,Palestinians,B-MISC
6474,--,O
6474,at,O
6474,times,O
6474,urging,O
6474,the,O
6474,former,O
6474,Labour,B-ORG
6474,government,O
6474,to,O
6474,slow,O
6474,it,O
6474,down,O
6474,.,O
6475,-DOCSTART-,O
6476,Corporate,O
6476,America,B-LOC
6476,taking,O
6476,new,O
6476,view,O
6476,on,O
6476,compensation,O
6476,.,O
6477,Anne,B-PER
6477,Murray,I-PER
6478,NEW,B-LOC
6478,YORK,I-LOC
6478,1996-08-23,O
6479,Corporate,O
6479,America,B-LOC
6479,is,O
6479,planning,O
6479,major,O
6479,changes,O
6479,in,O
6479,employee,O
6479,compensation,O
6479,in,O
6479,the,O
6479,next,O
6479,few,O
6479,years,O
6479,",",O
6479,according,O
6479,to,O
6479,a,O
6479,recent,O
6479,study,O
6479,.,O
6480,What,O
6480,it,O
6480,comes,O
6480,down,O
6480,to,O
6480,is,O
6480,this,O
6480,:,O
6480,If,O
6480,you,O
6480,'re,O
6480,highly,O
6480,skilled,O
6480,",",O
6480,you,O
6480,'ll,O
6480,benefit,O
6480,nicely,O
6480,.,O
6481,But,O
6481,if,O
6481,you,O
6481,'re,O
6481,not,O
6481,and,O
6481,cannot,O
6481,contribute,O
6481,to,O
6481,your,O
6481,employer,O
6481,'s,O
6481,goals,O
6481,",",O
6481,you,O
6481,'ll,O
6481,be,O
6481,paid,O
6481,less,O
6481,.,O
6482,The,O
6482,survey,O
6482,",",O
6482,conducted,O
6482,in,O
6482,late,O
6482,1995,O
6482,and,O
6482,the,O
6482,early,O
6482,part,O
6482,of,O
6482,this,O
6482,year,O
6482,by,O
6482,management,O
6482,consulting,O
6482,firm,O
6482,Towers,B-ORG
6482,Perrin,I-ORG
